Timestamp,Name,Temperature,RSSI
2025-06-07 09:55:11,Solar_Harvester,23.56,-65
2025-06-07 09:55:16,Solar_Harvester,23.56,-64
2025-06-07 09:55:21,Solar_Harvester,23.63,-65
2025-06-07 09:55:39,Solar_Harvester,23.63,-66
2025-06-07 09:55:49,Solar_Harvester,23.69,-65
2025-06-07 09:55:58,Solar_Harvester,23.69,-66
2025-06-07 09:56:27,Solar_Harvester,23.69,-69
2025-06-07 09:56:41,Solar_Harvester,23.69,-65
2025-06-07 09:56:55,Solar_Harvester,23.75,-65
2025-06-07 09:57:00,Solar_Harvester,23.75,-65
2025-06-07 09:57:10,Solar_Harvester,23.75,-65
2025-06-07 09:57:20,Solar_Harvester,23.75,-65
2025-06-07 09:57:24,Solar_Harvester,23.75,-67
2025-06-07 09:57:34,Solar_Harvester,23.75,-69
2025-06-07 09:57:44,Solar_Harvester,23.75,-65
2025-06-07 09:57:53,Solar_Harvester,23.75,-65
2025-06-07 09:57:58,Solar_Harvester,23.75,-65
2025-06-07 09:58:12,Solar_Harvester,23.75,-69
2025-06-07 09:58:17,Solar_Harvester,23.75,-66
2025-06-07 09:58:22,Solar_Harvester,23.75,-65
2025-06-07 09:58:27,Solar_Harvester,23.75,-65
2025-06-07 09:58:32,Solar_Harvester,23.75,-65
2025-06-07 09:58:36,Solar_Harvester,23.81,-69
2025-06-07 09:58:41,Solar_Harvester,23.81,-66
2025-06-07 09:59:00,Solar_Harvester,23.81,-66
2025-06-07 09:59:05,Solar_Harvester,23.81,-65
2025-06-07 09:59:52,Solar_Harvester,23.81,-66
2025-06-07 10:00:01,Solar_Harvester,23.81,-67
2025-06-07 10:00:06,Solar_Harvester,23.81,-65
2025-06-07 10:00:15,Solar_Harvester,23.81,-69
2025-06-07 10:00:19,Solar_Harvester,23.88,-65
2025-06-07 10:00:24,Solar_Harvester,23.88,-65
2025-06-07 10:00:33,Solar_Harvester,23.88,-65
2025-06-07 10:00:50,Solar_Harvester,23.88,-69
2025-06-07 10:00:59,Solar_Harvester,23.88,-65
2025-06-07 10:01:13,Solar_Harvester,23.88,-65
2025-06-07 10:01:26,Solar_Harvester,23.88,-69
2025-06-07 10:01:30,Solar_Harvester,23.88,-65
2025-06-07 10:01:39,Solar_Harvester,23.94,-66
2025-06-07 10:01:44,Solar_Harvester,23.94,-65
2025-06-07 10:01:48,Solar_Harvester,23.94,-65
2025-06-07 10:01:57,Solar_Harvester,23.94,-66
2025-06-07 10:02:02,Solar_Harvester,23.94,-65
2025-06-07 10:02:06,Solar_Harvester,23.94,-69
2025-06-07 10:02:10,Solar_Harvester,24.00,-65
2025-06-07 10:02:19,Solar_Harvester,24.00,-65
2025-06-07 10:02:24,Solar_Harvester,24.00,-65
2025-06-07 10:02:38,Solar_Harvester,24.00,-69
2025-06-07 10:02:42,Solar_Harvester,24.00,-66
2025-06-07 10:02:47,Solar_Harvester,24.00,-66
2025-06-07 10:02:51,Solar_Harvester,24.00,-66
2025-06-07 10:02:56,Solar_Harvester,24.00,-65
2025-06-07 10:03:00,Solar_Harvester,24.00,-66
2025-06-07 10:03:14,Solar_Harvester,24.06,-68
2025-06-07 10:03:19,Solar_Harvester,24.06,-67
2025-06-07 10:03:23,Solar_Harvester,24.06,-69
2025-06-07 10:03:42,Solar_Harvester,24.06,-65
2025-06-07 10:03:56,Solar_Harvester,24.06,-65
2025-06-07 10:04:01,Solar_Harvester,24.06,-66
2025-06-07 11:20:46,Solar_Harvester,23.88,-69
2025-06-07 11:20:51,Solar_Harvester,23.88,-68
